"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Empirical Study to Evaluate AIGC Detectors on Code Content","J. Wang; S. Liu; X. Xie; Y. Li","Singapore Management University, Singapore; Singapore Management University, Singapore; Singapore Management University, Singapore; Singapore Management University, Singapore",2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),"29 Nov 2024","2024","","","844","856","Artificial Intelligence Generated Content (AIGC) has garnered considerable attention for its impressive performance, with Large Language Models (LLMs), like ChatGPT, emerging as a leading AIGC model that produces high-quality responses across various applications, including software development and maintenance. Despite its potential, the misuse of LLMs, especially in security and safety-critical domains, such as academic integrity and answering questions on Stack Overflow, poses significant concerns. Numerous AIGC detectors have been developed and evaluated on natural language data. However, their performance on code-related content generated by LLMs remains unexplored.To fill this gap, in this paper, we present an empirical study evaluating existing AIGC detectors in the software domain. We select three state-of-the-art LLMs, i.e., GPT-3.5, WizardCoder and CodeLlama, for machine-content generation. We further created a comprehensive dataset including 2.23M samples comprising code-related content for each model, encompassing popular software activities like Q&A (150K), code summarization (1M), and code generation (1.1M). We evaluated thirteen AIGC detectors, comprising six commercial and seven open-source solutions, assessing their performance on this dataset. Our results indicate that AIGC detectors perform less on code-related data than natural language data. Fine-tuning can enhance detector performance, especially for content within the same domain; but generalization remains a challenge.CCS CONCEPTS• General and reference → Empirical studies; • Security and privacy → Social aspects of security and privacy; • Computing methodologies → Natural language generation.","2643-1572","979-8-4007-1248-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10764906","AIGC Detection;Code Generation;Large Language Model","Privacy;Codes;Natural languages;Natural language generation;Detectors;Software;Maintenance;Security;Software engineering;Software development management","","","","73","","29 Nov 2024","27 Oct.-1 Nov. 2024","27 Oct.-1 Nov. 2024","IEEE","IEEE Conferences"
"ChatCPU: An Agile CPU Design & Verification Platform with LLM","X. Wang; G. -W. Wan; S. -Z. Wong; L. Zhang; T. Liu; Q. Tian; J. Ye","National ASIC Center, School of Integrated Circuit, Southeast University National Center of Technology Innovation for Electronic Design Automation, Nanjing, China; National Center of Technology Innovation for Electronic Design Automation, Nanjing, China; National Center of Technology Innovation for Electronic Design Automation, Nanjing, China; National Center of Technology Innovation for Electronic Design Automation, Nanjing, China; National ASIC Center, School of Integrated Circuit, Southeast University, Nanjing, China; National ASIC Center, School of Integrated Circuit, Southeast University, Nanjing, China; National ASIC Center, School of Integrated Circuit, Southeast University, Nanjing, China",2024 61st ACM/IEEE Design Automation Conference (DAC),"1 Jan 2026","2024","","","1","6","The increasing complexity of semiconductor designs necessitates agile hardware development methodologies to keep pace with rapid technological advancements. Following this trend, the Large Language Models (LLMs) emerge as a potential solution, providing new opportunities in hardware design automation. However, existing LLMs exhibit challenges in HDL design and verification, especially for complicated hardware systems. Addressing this need, we introduce ChatCPU, the first end-to-end agile hardware design and verification platform with LLM. ChatCPU streamlines the ASIC design and verification process, guiding it from initial specifications to the final RTL implementations with enhanced design agility. Incorporating the LLM fine-tuning and the processor description language design for CPU design automation, ChatCPU significantly enhances the hardware design capability using LLM. Utilizing ChatCPU, we developed a 6-stage in-order RISC-V CPU prototype, achieving successful tape-out using SkyWater 130nm MPW project with Efabless, which is currently the largest CPU design generated by LLM. Our results demonstrate a remarkable improvement in CPU design efficiency, accelerating the design iteration process by an average of 3.81X, and peaking at 12X and 9.33X in HDL implementations and verification stages, respectively. The ChatCPU also enhances the design capability of LLM by 2.63X as compared to base LLama2. These advancements in ChatCPU represent a significant milestone in LLM-driven ASIC design and optimization.CCS Concepts: • Computing methodologies → Artificial intelligence; • Computer systems organization; • Hardware → Electronic design automation;","","979-8-3503-4948-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11294092","ChatCPU;LLM;Agile Hardware Design;Verification","Design automation;Prototypes;Organizations;Logic gates;Market research;Hardware;Silicon;Complexity theory;Hardware design languages;Optimization","","","","19","","1 Jan 2026","23-27 June 2024","23-27 June 2024","IEEE","IEEE Conferences"
"A High-Quality Generation Approach for Educational Programming Projects Using LLM","T. Song; H. Zhang; Y. Xiao","School of Education, Beijing Institute of Technology, Beijing, China; School of Education, Beijing Institute of Technology, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China",IEEE Transactions on Learning Technologies,"4 Dec 2024","2024","17","","2242","2255","High-quality programming projects for education are critically required in teaching. However, it is hard to develop those projects efficiently and artificially constrained by the lecturers' experience and background. The recent popularity of large language models (LLMs) has led to a great number of applications in the field of education, but concerns persist that the output might be unreliable when dealing with intricate requirements. In this study, we design a customized role-based agent (CRBA), which can be configured for different roles specializing in specific areas of expertise, making the LLM yield content of higher specialization. An iterative architecture of multi-CRBAs is proposed to generate multistep projects, where CRBAs automatically criticize and optimize the LLM's intermediate outputs to enhance quality. We propose ten evaluation metrics across three aspects to assess project quality through expert grading. Further, we conduct an A/B test among 60 undergraduate students in a programming course and collect their feedback through a questionnaire. According to the students' rating results, the LLM-generated projects have comparable performance to man-made ones in terms of project description, learning step setting, assistance to students, and overall project quality. This study effectively integrates LLM into educational scenarios and enhances the efficiency of creating high-quality and practical programming exercises for lecturers.","1939-1382","","10.1109/TLT.2024.3499751","National Natural Science Foundation of China(grant numbers:62077004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10753620","Automatic generation;generative pretrained transformer (GPT);large language models (LLMs);programming education;programming projects","Programming profession;Codes;Education;Iterative methods;Computer architecture;Prompt engineering;Measurement;Chatbots;Python;Logic","","8","","40","IEEE","15 Nov 2024","2024","","IEEE","IEEE Journals"
"Towards Trustworthy AI Software Development Assistance","D. Maninger; K. Narasimhan; M. Mezini","Technische Universität Darmstadt, Darmstadt, Germany; AI Quality & Testing Hub, Frankfurt am Main, Germany; Technische Universität Darmstadt, Darmstadt, Germany",2024 IEEE/ACM 46th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),"29 Oct 2024","2024","","","112","116","It is expected that in the near future, AI software development assistants will play an important role in the software industry. However, current software development assistants tend to be unreliable, often producing incorrect, unsafe, or low-quality code. We seek to resolve these issues by introducing a holistic architecture for constructing, training, and using trustworthy AI software development assistants. In the center of the architecture, there is a foundational LLM trained on datasets representative of real-world coding scenarios and complex software architectures, and fine-tuned on code quality criteria beyond correctness. The LLM will make use of graph-based code representations for advanced semantic comprehension. We envision a knowledge graph integrated into the system to provide up-to-date background knowledge and to enable the assistant to provide appropriate explanations. Finally, a modular framework for constrained decoding will ensure that certain guarantees (e.g., for correctness and security) hold for the generated code.","2832-7632","979-8-4007-0500-7","10.1145/3639476.3639770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10727135","","Training;Codes;Software architecture;Semantics;Computer architecture;Knowledge graphs;Software;Security;Artificial intelligence;Software development management","","2","","39","CCBY","29 Oct 2024","14-20 April 2024","14-20 April 2024","IEEE","IEEE Conferences"
"Transformer-Based Sinhala Java Programming Learning Tool","D. I. De Silva; K. S. N. Athukorala","Faculty of Graduate Studies and Research, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Graduate Studies and Research, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2024 8th International Conference on Business and Information Management (ICBIM),"9 Jan 2025","2024","","","105","110","Programming is a fundamental aspect of computer science, yet it presents significant language challenges for non-native English-speaking students. This study focuses on developing a Java programming assistance tool tailored for Sri Lankan novice programmers who are native Sinhala speakers. The primary challenge addressed is the difficulty these students face when using English-based programming resources. To overcome this, the study introduces an innovative assistance tool that integrates a custom transformer-based Sinhala- English translation model with advanced AI technology, specifically ChatGPT, for real-time code generation and explanations in Sinhala. The tool is designed to accept queries in Sinhala and provide relevant Java snippets or explanations of Java code in Sinhala. The system architecture includes a user-friendly front-end built on Flask, a robust back-end API, and an accurate translation model with an 83 % accuracy rate. Usability tests with ten beginner Sinhala-speaking programmers demonstrated significant improvements in their understanding and retention of programming concepts, with an average increase in test scores by 25%. This tool enhances programming education accessibility for Sinhala speakers, promoting a more inclusive global coding community.","","979-8-3503-7909-9","10.1109/ICBIM63313.2024.10823414","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10823414","Programming;Java Code;Sinhala-English translator;language barrier;APIs;Transformers;ChatGPT","Java;Translation;Codes;Accuracy;Education;Chatbots;Transformers;Real-time systems;Artificial intelligence;Programming profession","","1","","15","IEEE","9 Jan 2025","16-18 Aug. 2024","16-18 Aug. 2024","IEEE","IEEE Conferences"
"An Industry Case Study on Adoption of AI-based Programming Assistants","N. Davila; I. Wiese; I. Steinmacher; L. L. Da Silva; A. Kawamoto; G. J. Peres Favaro; I. Nunes","UFRGS, Instituto de Informática, Porto Alegre, RS, Brazil; UTFPR, Campo Mourão, PR, Brazil; Northern Arizona University, Flagstaff, AZ, USA; UTFPR, Campo Mourão, PR, Brazil; UTFPR, Campo Mourão, PR, Brazil; Coamo Agroindustrial Cooperativa, Campo Mourão, PR, Brazil; UFRGS, Instituto de Informática, Porto Alegre, RS, Brazil",2024 IEEE/ACM 46th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),"18 Jun 2024","2024","","","92","102","Programming assistants based on artificial intelligence (AI), such as ChatGPT and GitHub Copilot, have gained worldwide popularity recently. Studies in software development have explored the adoption of these tools, investigating their characteristics and impacts and how practitioners interact and perceive them. To contribute to this growing body of knowledge, in this study, we aim to explore the adoption of AI-based programming assistants in the Brazilian industry. More specifically, we aim to understand how practitioners of a particular Brazilian agroindustry-related company perceive and use AI-based tools to develop software. Using an online survey, we collected and analyzed 72 responses from employees of the studied company. Our findings suggest that practitioners mainly adopt ChatGPT and GitHub Copilot, interacting with these tools to accelerate online searching, typing, and syntax recall. A recurrent difficulty is the lack of context in the suggestions provided by these tools, but participants work on detailed descriptions to contextualize and cope with this challenge. Among the reasons for not using AI-based tools, the most influential is that participants use a commercial programming language, i.e., Uniface, which these tools lack examples. Our results provide insights into the state of the practice related to AI-based programming assistants and discuss implications for practitioners and researchers.","2832-7659","979-8-4007-0501-4","10.1145/3639477.3643648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10554736","Artificial Intelligence;Generative AI;ChatGPT;Industry Case Study;Software Development","Industries;Surveys;Computer languages;Programming;Syntactics;Chatbots;Software","","7","","41","","18 Jun 2024","14-20 April 2024","14-20 April 2024","IEEE","IEEE Conferences"
"Gaze-Driven Adaptive Learning System With ChatGPT-Generated Summaries","J. Santhosh; A. Dengel; S. Ishimaru","SDS Department, German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; SDS Department, German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; Department of Computer Science, Osaka Metropolitan University, Naka-ku, Sakai, Osaka, Japan",IEEE Access,"25 Nov 2024","2024","12","","173714","173733","Enhancing student engagement and comprehension is crucial for effective learning. However, tracking and improving these dynamic states in real-time remains a significant challenge. This study addresses this gap by integrating real-time engagement prediction from gaze data with an adaptive learning system that utilizes ChatGPT-generated summaries to enhance student engagement and learning outcomes. Our experiment with twenty two (N=22) university students demonstrates the effectiveness of gaze data in predicting real-time engagement levels and the impact of adaptive interventions on student engagement, objective and subjective comprehension, and cognitive load. To predict the self-reported engagement and comprehension levels, two deep neural network models, InceptionTime and Transformers were employed. The Transformers model achieved better outcomes, with an average accuracy of 68.15% in predicting engagement levels across a 5-fold StratifiedGroupKFold cross-validation. The results revealed that the experimental group, which received the AI-driven interventions, exhibited significantly better learning outcomes, higher engagement, and better objective comprehension results compared to the control group. Additionally, we observed strong correlations between gaze metrics, engagement levels, and learning outcomes, suggesting that real-time adaptive interventions can dynamically enhance the educational experience. This study advances the field of educational technology by demonstrating the benefits of integrating gaze tracking and AI in learning environments, laying the foundation for dynamic learning interfaces that adapt to individual engagement levels, potentially improving both comprehension and involvement.","2169-3536","","10.1109/ACCESS.2024.3503059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10758626","Adaptive learning;E-learning;ChatGPT API;eye-tracking;real-time engagement;personalized interventions;comprehension enhancement","Real-time systems;Adaptive learning;Adaptation models;Gaze tracking;Monitoring;Electronic learning;Correlation;User interfaces;Predictive models;Transformers","","12","","89","CCBY","20 Nov 2024","2024","","IEEE","IEEE Journals"
"CodEv: An Automated Grading Framework Leveraging Large Language Models for Consistent and Constructive Feedback","E. -Q. Tseng; P. -C. Huang; C. Hsu; P. -Y. Wu; C. -T. Ku; Y. Kang","Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan; Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan; Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan; Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan; Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan; Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan",2024 IEEE International Conference on Big Data (BigData),"16 Jan 2025","2024","","","5442","5449","Grading programming assignments is crucial for guiding students to improve their programming skills and coding styles. This study presents an automated grading framework, CodEv, which leverages Large Language Models (LLMs) to provide consistent and constructive feedback. We incorporate Chain of Thought (CoT) prompting techniques to enhance the reasoning capabilities of LLMs and ensure that the grading is aligned with human evaluation. Our framework also integrates LLM ensembles to improve the accuracy and consistency of scores, along with agreement tests to deliver reliable feedback and code review comments. The results demonstrate that the framework can yield grading results comparable to human evaluators, by using smaller LLMs. Evaluation and consistency tests of the LLMs further validate our approach, confirming the reliability of the generated scores and feedback.","2573-2978","979-8-3503-6248-0","10.1109/BigData62323.2024.10825949","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10825949","Large Language Model;LLM Evaluation;Automated Grading","Codes;Reviews;Large language models;Big Data;Encoding;Data models;Cognition;Reliability;Programming profession;Testing","","8","","23","IEEE","16 Jan 2025","15-18 Dec. 2024","15-18 Dec. 2024","IEEE","IEEE Conferences"
"VGV: Verilog Generation using Visual Capabilities of Multi-Modal Large Language Models","S. -Z. Wong; G. -W. Wan; D. Liu; X. Wang","National Center of Technology, Innovation for EDA, Nanjing, Jiangsu, China; National Center of Technology, Innovation for EDA, Nanjing, Jiangsu, China; Amazon Web Services, Amazon China, Shenzhen, Guangdong, China; School of Integrated Circuit, Southeast University, Nanjing, Jiangsu, China",2024 IEEE LLM Aided Design Workshop (LAD),"1 Oct 2024","2024","","","1","5","This paper investigates the use of multimodal large language models (MMLLMs) for generating Verilog code from visual inputs, addressing the challenge of describing complex system architectures. It explores the potential of these models to map visual information from circuit diagrams to Verilog, due to the lack of standardized microarchitecture diagrams in the industry. A difficulty-graded benchmark is introduced to test the LLMs’ generative capabilities. Additionally, the study proposes “Thinking Vision,” a novel visual acquisition method for RTL generation, which has significantly enhanced success rates in open-source multimodal models by over 50%. The paper concludes with an evaluation of multimodal LLMs’ performance and suggestions for improving visual processing capabilities for complex architectures.","","979-8-3503-7608-1","10.1109/LAD62341.2024.10691753","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10691753","","Industries;Visualization;Microarchitecture;Codes;Large language models;Conferences;Benchmark testing;Hardware design languages;Integrated circuit modeling;Complex systems","","6","","15","IEEE","1 Oct 2024","28-29 June 2024","28-29 June 2024","IEEE","IEEE Conferences"
"Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability","X. Yin; C. Ni; S. Wang","State Key Laboratory of Blockchain and Data Security, Zhejiang University, Hangzhou, China; State Key Laboratory of Blockchain and Data Security, Zhejiang University, Hangzhou, China; Central University of Finance and Economics, Beijing, China",IEEE Transactions on Software Engineering,"13 Nov 2024","2024","50","11","3071","3087","This paper proposes a pipeline for quantitatively evaluating interactive Large Language Models (LLMs) using publicly available datasets. We carry out an extensive technical evaluation of LLMs using Big-Vul covering four different common software vulnerability tasks. This evaluation assesses the multi-tasking capabilities of LLMs based on this dataset. We find that the existing state-of-the-art approaches and pre-trained Language Models (LMs) are generally superior to LLMs in software vulnerability detection. However, in software vulnerability assessment and location, certain LLMs (e.g., CodeLlama and WizardCoder) have demonstrated superior performance compared to pre-trained LMs, and providing more contextual information can enhance the vulnerability assessment capabilities of LLMs. Moreover, LLMs exhibit strong vulnerability description capabilities, but their tendency to produce excessive output significantly weakens their performance compared to pre-trained LMs. Overall, though LLMs perform well in some aspects, they still need improvement in understanding the subtle differences in code vulnerabilities and the ability to describe vulnerabilities to fully realize their potential. Our evaluation pipeline provides valuable insights into the capabilities of LLMs in handling software vulnerabilities.","1939-3520","","10.1109/TSE.2024.3470333","National Natural Science Foundation of China(grant numbers:62202419); Fundamental Research Funds for the Central Universities(grant numbers:226-2022-00064); Zhejiang Provincial Natural Science Foundation of China(grant numbers:LY24F020008); Natural Science Foundation of Ningbo Municipality(grant numbers:2022J184); State Street Zhejiang University Technology Center; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10706805","Software vulnerability analysis;large language model","Software;Training;Biological system modeling;Codes;Software quality;Large language models;Source coding;Software systems;Software engineering;Nickel","","53","","80","IEEE","7 Oct 2024","Nov. 2024","","IEEE","IEEE Journals"
"VSEST 29110 Tool: Using ChatGPT to Evaluate the Implementation of the ISO/IEC 29110 Work Products","J. Mejía; V. Terrón-Macias; M. Muñoz; M. Terrón-Hernández; M. Canseco-Pérez","Centro de Investigación en Matemáticas A.C., Unidad de Ingeniería de Software, Zacatecas, Mexico; Centro de Investigación en Matemáticas A.C., Unidad de Ingeniería de Software, Zacatecas, Mexico; Centro de Investigación en Matemáticas A.C., Unidad de Ingeniería de Software, Zacatecas, Mexico; Ingeniería en Mantenimiento Industrial, Universidad Tecnológica de Tlaxcala, Huamantla, Mexico; Ingeniería Agroindustrial, Universidad Politécnica de Chiapas, Suchiapa, Mexico",IEEE Access,"24 Dec 2024","2024","12","","120935","120948","The global software industry is predominantly composed of micro, small, and medium-sized enterprises (MSMEs), highlighting the need for software quality management to ensure the proper functioning and quality of the software. This research focuses on the evaluation of the implementation of the ISO/IEC 29110 standard work products, which is a standard tailored by the ISO/IEC specifically for MSMEs, which improves the software development process by implementing two processes in its basic profile: Project Management (PM) and Software Implementation (SI). Despite this standard being tailored specifically for this type of enterprise, implementing ISO/IEC 29110 faces several challenges, such as a lack of knowledge and difficulties in adequately implementing the work products regarding the compliance of standard criteria, among others. To address these challenges, we introduce VSEST 29110, a web tool designed to evaluate the ISO/IEC 29110 standard implementation work products by leveraging Artificial Intelligence (AI) technologies, specifically the ChatGPT model, provide detailed feedback on compliance with standard criteria, offer suggestions for improvement based on ChatGPT analysis and streamline the implementation process for MSMEs. To achieve this, our research incorporates a systematic literature review and validation through a case study by document analysis, demonstrating VSEST 29110’s effectiveness in enhancing compliance and providing comprehensive feedback compared to auditor recommendations, which impacts 69.33% on average.","2169-3536","","10.1109/ACCESS.2024.3449252","Council of Science, Technology and Innovation of Zacatecas State (COZCyT); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646341","ISO/IEC 29110 standard;LLMs;ChatGPT;implementation process improvement","ISO Standards;IEC Standards;Artificial intelligence;Software development management;Chatbots;Text analysis","","3","","60","CCBYNCND","26 Aug 2024","2024","","IEEE","IEEE Journals"
"ChatGPT vs. Gemini: Comparative Evaluation in Cybersecurity Education with Prompt Engineering Impact","T. Nguyen; H. Sayadi","Department of Computer Engineering and Computer Science, California State University, Long Beach, Long Beach, CA, USA; Department of Computer Engineering and Computer Science, California State University, Long Beach, Long Beach, CA, USA",2024 IEEE Frontiers in Education Conference (FIE),"26 Feb 2025","2024","","","1","9","The advent of Large Language Models (LLMs) has revolutionized numerous domains, notably education, by offering powerful tools for personalized learning and automated assistance. These models have the potential to significantly enhance the educational experience, particularly in the field of Computer Science (CS), where the complexity and rapidly evolving nature of topics present unique challenges and opportunities. In this study, we present a comparative evaluation into the transformative potential of LLMs in CS education, with a specific focus on cybersecurity. Our study centers on two leading LLMs: Ope-nAI's ChatGPT and Google's Gemini Pro, employing a three-fold assessment methodology. Firstly, we analyze the subject matter within cybersecurity education to identify key topics and challenges for examination. Secondly, we meticulously assess and compare the efficacy of ChatGPT and Gemini across various factors in producing satisfactory responses. Lastly, we explore the impact of leveraging prompt engineering on enhancing the quality of responses generated by these AI tools. Through this holistic approach, our research aims to provide insights into the strengths, limitations, and potential avenues for enhancement of these models, thereby enriching the ongoing discourse on LLMs integration in higher education.","2377-634X","979-8-3503-5150-7","10.1109/FIE61694.2024.10893499","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10893499","Artificial Intelligence;ChatGPT;Education;Gemini;Large Language Models;Prompt Engineering","Computer science;Large language models;Computational modeling;Education;Chatbots;Internet;Complexity theory;Prompt engineering;Computer security","","2","","46","IEEE","26 Feb 2025","13-16 Oct. 2024","13-16 Oct. 2024","IEEE","IEEE Conferences"
"Case Study: Using Artificial Intelligence as a Tutor for a Programming Course","O. Timcenko","Department for Architecture, Design and Media Technology, Aalborg University, Copenhagen, Denmark",2024 21st International Conference on Information Technology Based Higher Education and Training (ITHET),"16 Jan 2025","2024","","","1","4","Artificial Intelligence (AI) has emerged as a key tool in reshaping education, particularly in programming courses. This paper presents a case study where second-semester Media Technology students used GitHub Copilot as a coding tutor throughout their coursework and for a three-day Game-jam, during which they developed 2D mobile games as part of their final exam. Students were encouraged to use Copilot to assist with homework assignments and game development, leading to significantly higher-quality projects compared to previous years. The study explores the impact of AI on student performance, the resulting shift in learning dynamics, and potential recommendations for enhancing curriculum and assessment methods in light of AI integration. This paper discusses the benefits, challenges, and recommendations for integrating AI in non-computer science education, emphasizing its role as a tutor for programming courses.","2473-2060","979-8-3315-1663-5","10.1109/ITHET61869.2024.10837624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10837624","Artificial Intelligence in Education;GitHub Copilot;Programming Education;Game Development;Unity;C#;AI Tutoring","Training;Games;Media;Encoding;Artificial intelligence;Information technology;Programming profession;Software development management;Land mobile radio","","1","","6","IEEE","16 Jan 2025","6-8 Nov. 2024","6-8 Nov. 2024","IEEE","IEEE Conferences"
"Enriching Python Programming Education With Generative AI: Leveraging Large Language Models for Personalized Support and Interactive Learning","S. Vemula","Computer Science Department (CSCI), College of Saint Benedict and St. John's University, Collegeville, USA",2024 IEEE Frontiers in Education Conference (FIE),"26 Feb 2025","2024","","","1","8","This innovative practice full paper describes the exploration of the transformative potential of Generative Artificial Intelligence (AI) and Large Language Models (LLMs) in Python programming education. A Python Educational Support Assistant (PESA-8B-FT) was introduced, an LLM-powered virtual assistant designed to provide personalized instruction, foster interactive learning, and deliver immediate feedback on programming tasks. The growing demand for skilled Python programmers necessitates flexible and effective educational frameworks. PESA-8B-FT addresses this need by offering 24/7 availability, accommodating diverse learning styles and schedules, and providing real-time support regardless of geographical constraints. The study demonstrates PESA-8B-FT's significant impact on Python programming education. The model achieved a perplexity score of 18.82, outperforming competing models, and received positive feedback from 90% of participants. These results highlight PESA-8B-FT's potential to enhance learning outcomes, complement traditional teaching methods, and alleviate the instructional burden on educators. By leveraging advanced LLM capabilities, this research contributes to the development of more accessible, personalized, and effective programming education methodologies.","2377-634X","979-8-3503-5150-7","10.1109/FIE61694.2024.10893561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10893561","Generative AI;Large Language Models;Python Programming Education;Personalized Learning;Interactive Learning","Adaptation models;Generative AI;Virtual assistants;Large language models;Education;Real-time systems;Time factors;Programming profession;Python;Context modeling","","","","19","IEEE","26 Feb 2025","13-16 Oct. 2024","13-16 Oct. 2024","IEEE","IEEE Conferences"
"Learn to Code Sustainably: An Empirical Study on Green Code Generation","T. Vartziotis; I. Dellatolas; G. Dasoulas; M. Schmidt; F. Schneider; T. Hoffmann; S. Kotsopoulos; M. Keckeisen","TWT GmbH Science & Innovation Germany, NTUA, Greece; MIT, USA; Harvard University, USA; TWT GmbH Science & Innovation, Germany; TWT GmbH Science & Innovation, Germany; Mercedes-Benz, Germany; NTUA, Greece; TWT GmbH Science & Innovation, Germany",2024 IEEE/ACM International Workshop on Large Language Models for Code (LLM4Code),"30 Oct 2024","2024","","","30","37","The increasing use of information technology has led to a significant share of energy consumption and carbon emissions from data centers. These contributions are expected to rise with the growing demand for big data analytics, increasing digitization, and the development of large artificial intelligence (AI) models. The need to address the environmental impact of software development has led to increased interest in green (sustainable) coding and claims that the use of AI models can lead to energy efficiency gains. Here, we provide an empirical study on green code and an overview of green coding practices, as well as metrics used to quantify the sustainability awareness of AI models. In this framework, we evaluate the sustainability of auto-generated code. The auto-generated code considered in this study is produced by generative commercial AI language models, GitHub Copilot, OpenAI ChatGPT-3, and Amazon CodeWhisperer. Within our methodology, in order to quantify the sustainability awareness of these AI models, we propose a definition of the code’s ""green capacity"", based on certain sustainability metrics. We compare the performance and green capacity of human-generated code and code generated by the three AI language models in response to easy-to-hard problem statements. Our findings shed light on the current capacity of AI models to contribute to sustainable software development.","","979-8-4007-0579-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10734439","LLM;Generative;Green Coding;Sustainability","Measurement;Training;Codes;Runtime;Computational modeling;Green products;Encoding;Sustainable development;Artificial intelligence;Software development management","","2","","33","","30 Oct 2024","20-20 April 2024","20-20 April 2024","IEEE","IEEE Conferences"
"DiCE-M: Distributed Code Generation and Execution for Marine Applications - An Edge-Cloud Approach","G. Coviello; K. Rao; G. Mellone; C. G. De Vita; S. Chakradhar","NEC Laboratories America, Inc., Princeton, NJ; NEC Laboratories America, Inc., Princeton, NJ; NEC Laboratories America, Inc., Princeton, NJ; NEC Laboratories America, Inc., Princeton, NJ; NEC Laboratories America, Inc., Princeton, NJ",2024 IEEE/ACM Symposium on Edge Computing (SEC),"1 Jan 2025","2024","","","468","475","Edge computing has emerged as a transformative technology that reduces application latency, improves cost efficiency, enhances security, and enables large-scale deployment of applications across various domains. In environmental monitoring, systems such as MegaSense[49], use low-cost sensors to gather and process real-time air quality data through edge-cloud collaboration, highlighting the critical role of edge computing in enabling scalable, efficient solutions. Similarly, marine science increasingly requires real-time processing and analysis of marine data from remote, resource-constrained environments. In this paper, we extend the power of edge computing by integrating it with Generative Artificial Intelligence(GenAI),specifically large language models (LLMs), to address challenges in marine science applications. We propose DiCE-M (Distributed Code generation and Execution for Marine applications), a robust system that uses LLM to generate distributed code for marine applications and then utilizes a runtime to efficiently execute it on an edge+cloud computing infrastructure. Specifically, DiCE-M leverages edge computing to execute lightweight AI models locally on unmanned surface vehicles(USVs)while offloading complex tasks to the cloud, thus balancing computational load and enabling realtime monitoring in marine environments. We use marine litter identification as an example application to demonstrate the utility of DiCE-M. Our results show that DiCE-M reduces latency by more than 2X when marine litter is not detected and cuts cloud computing costs by more than half compared to traditional cloud-based approaches. By selectively cropping and transmitting relevant image portions, DiCE-M further improves bandwidth efficiency, making it a reliable and cost-effective solution for deploying AI-drivenapplications on resource-constrained USVs in dynamic marine environments.","2837-4827","979-8-3503-7828-3","10.1109/SEC62691.2024.00054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10818183","Edge computing;Cloud computing;Distributed computing;Generative artificial intelligence;Large language models;Code generation;Runtime;Vision applications;Marine science","Cloud computing;Costs;Codes;Spectral efficiency;Image edge detection;Computational modeling;Real-time systems;Oceanography;Vehicle dynamics;Edge computing","","4","","57","IEEE","1 Jan 2025","4-7 Dec. 2024","4-7 Dec. 2024","IEEE","IEEE Conferences"
